timestamp,coffees,contributor
2012-12-08 17:15:00,14842.0,Quentin
2012-12-10 12:12:00,14883.0,Quentin
2012-12-11 10:29:00,14924.0,Mike
2012-12-11 14:23:00,14944.0,Sergio
2012-12-12 09:43:00,14961.0,Quentin
2012-12-12 13:07:00,14997.0,Quentin
2012-12-12 15:17:00,15002.0,Quentin
2012-12-14 10:24:00,15065.0,Mike
2012-12-17 14:36:00,15124.0,Quentin
2012-12-18 11:04:00,15137.0,Quentin
2012-12-18 13:50:00,15144.0,Quentin
2012-12-21 15:23:00,15183.0,Quentin
2013-01-08 13:58:00,15332.0,Quentin
2013-01-09 15:25:00,15401.0,Sergio
2013-01-10 11:05:00,15433.0,Quentin
2013-01-11 10:57:00,15510.0,Quentin
2013-01-11 13:36:00,15532.0,Quentin
2013-01-11 17:06:00,15543.0,Quentin
2013-01-15 08:25:00,15614.0,Sergio
2013-01-16 12:38:00,15693.0,Quentin
2013-01-16 18:09:00,15726.0,Sergio
2013-01-17 13:45:00,15764.0,Sergio
2013-01-21 14:07:00,15886.0,Quentin
2013-01-28 10:43:00,,Sergio
2013-01-28 13:13:00,,Quentin
2013-01-28 14:01:00,16195.0,Quentin
2013-01-29 13:43:00,16237.0,Quentin
2013-01-29 15:06:00,16257.0,Quentin
2013-02-04 13:25:00,16513.0,Sergio
2013-02-06 17:33:00,16659.0,Quentin
2013-02-07 13:30:00,16714.0,Sergio
2013-02-12 08:36:00,16891.0,Sergio
2013-02-12 11:39:00,16909.0,Quentin
2013-02-13 13:58:00,16977.0,Quentin
2013-02-16 11:55:00,17104.0,Quentin
2013-02-18 12:04:00,,Quentin
2013-02-18 13:46:00,17165.0,Quentin
2013-02-21 13:44:00,17345.0,Quentin
2013-02-21 15:02:00,17354.0,Quentin
2013-02-25 13:33:00,17468.0,Quentin
2013-02-25 17:25:00,17489.0,Quentin
2013-02-27 09:33:00,17564.0,Quentin
2013-03-04 10:46:00,17789.0,Sergio
2013-03-04 11:12:00,17793.0,Quentin
2013-03-04 16:43:00,17824.0,Quentin
2013-03-05 10:42:00,17852.0,Quentin
2013-03-05 13:29:00,17868.0,Quentin
2013-03-08 10:28:00,18062.0,Quentin
2013-03-12 08:28:00,18235.0,Sergio
2013-04-05 11:20:00,18942.0,Sergio
2013-04-27 11:04:00,19698.0,Sergio
2013-09-12 15:38:00,24450.0,Quentin
2013-09-13 10:28:00,24463.0,Quentin
